age,age group,gender,income/month,account balance,loyalty score,education level,Facebook,Twitter,Email,Instagram,prev campaign success,total_withdrawals,total_deposits,net_transaction,transaction_count,housing,loan,job grouped_retired,job grouped_self employed/entrepreneur,job grouped_student,job grouped_unemployed,job grouped_unknown,job grouped_white collar,marital_married,marital_single,Cluster,PCA1,PCA2
54,3,0,9969,3653,758,2,1,0,1,1,1,3097.11,6461.61,3364.5,2,1,0,0,0,0,0,0,0,1,0,1,-0.4820542916746062,1.0272734924693812
27,0,1,12335,5396,286,3,1,0,1,1,1,9115.85,12939.44,3823.59,5,1,0,0,0,0,0,0,1,0,1,0,1.3385406301763791,-2.098270641130237
67,4,0,3508,7428,808,2,1,0,1,1,0,8232.07,10679.03,2446.96,6,1,0,0,0,0,0,0,1,1,0,0,1.1312174267515995,2.2128887696949837
29,0,0,12429,4322,669,2,0,1,1,1,1,2702.74,7764.3,5061.56,2,1,0,0,0,0,0,0,0,1,0,3,-0.22816900137729276,-1.7515239176657615
66,4,1,8501,1113,652,1,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9610108883581523,2.1063327101473672
60,4,0,8792,5949,768,0,1,1,1,1,0,1677.42,6668.46,4991.04,2,0,0,0,0,0,0,0,0,1,0,1,-0.46522092742804616,1.8204649570311366
28,0,0,10393,1998,3,1,0,1,1,0,0,870.12,26272.27,25402.15,5,1,0,0,0,0,0,0,0,1,0,2,3.2989873570534187,-1.7249125652621797
28,0,0,6931,5029,971,1,1,1,1,1,1,2769.54,6143.14,3373.6,4,1,1,0,0,0,0,0,1,1,0,3,0.07920253931584696,-1.7952032137756568
55,3,0,9684,4879,796,3,0,0,1,1,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,-1.9925258876172967,1.0309042158026391
60,4,1,12131,4959,421,0,1,0,0,0,1,4325.14,9495.27,5170.13,3,0,0,1,0,0,0,0,0,0,1,1,0.25942702678641333,1.600537511502276
67,4,1,13007,6419,925,2,1,1,1,1,1,2625.96,0.0,-2625.96,2,1,0,0,0,0,0,0,1,0,0,1,-1.3957390141502721,1.9724560801519873
23,0,1,13468,4331,725,1,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,3,-1.8736656292025102,-2.224766833702227
34,1,1,6311,6126,695,2,1,1,1,1,1,5850.46,13129.52,7279.06,6,1,0,0,0,0,1,0,0,1,0,2,1.5087391372033434,-0.8139486976339935
47,2,0,6174,6378,203,3,0,0,0,1,0,3507.43,15435.88,11928.45,5,1,0,0,0,0,0,0,0,1,0,2,1.6487267706712483,0.2552748280536347
67,4,1,3627,2506,166,2,0,1,0,0,0,3883.9,7603.1,3719.2,2,1,0,0,0,0,0,0,1,1,0,1,-0.33756238943495975,2.205306375891262
25,0,1,6997,8378,651,3,0,1,1,1,0,10455.07,7111.89,-3343.18,5,1,0,0,0,0,0,0,1,1,0,0,0.3754362422618115,-1.8984863904567555
55,3,1,13086,338,91,3,1,0,0,0,0,5134.55,14552.64,9418.09,5,1,0,0,0,0,0,0,1,1,0,2,1.4834999048562685,1.136835613004591
58,3,0,12265,2959,291,0,0,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,-1.8735778575455209,1.0135202961056868
46,2,0,12451,6161,621,1,1,0,1,1,1,0.0,20615.23,20615.23,5,1,0,0,0,0,0,0,1,1,0,2,2.443858677975523,0.12067741567288574
58,3,1,9415,3618,709,0,1,1,1,0,0,11260.44,3345.73,-7914.71,5,1,0,0,0,0,0,0,0,1,0,0,-0.2162842950529861,1.2338126693511093
65,4,0,13321,271,417,1,0,1,0,1,1,5809.3,0.0,-5809.3,2,1,0,0,0,0,0,0,1,1,0,1,-1.4186745096064444,2.014355402597744
27,0,0,12790,2678,560,3,1,1,0,0,1,739.94,0.0,-739.94,1,1,0,1,0,0,0,0,0,1,0,3,-1.6367011669514433,-1.797479691968103
63,4,0,12553,2057,929,2,1,0,1,0,1,7704.56,16100.91,8396.35,5,1,0,0,0,0,0,0,1,0,0,2,1.7360228293392657,1.8321483140354458
52,3,0,9972,2366,327,0,1,0,1,0,0,13232.78,0.0,-13232.78,4,0,0,0,0,0,0,0,1,1,0,0,-1.0108735241783209,0.9332046813917243
66,4,0,9152,8207,746,2,1,1,1,1,0,0.0,3194.86,3194.86,1,1,1,0,0,0,0,0,0,0,1,1,-1.127197900200374,1.7996195447548236
51,3,0,9736,6907,270,2,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,-1.8546962785551637,0.5070227577589435
40,2,0,5403,4016,972,2,1,0,0,0,1,2339.28,8775.71,6436.43,3,1,0,1,0,0,0,0,0,1,0,1,0.13336130325274548,-0.0955210250621924
47,2,0,9011,6705,399,3,1,0,1,1,1,0.0,5113.75,5113.75,1,1,0,0,0,0,0,0,1,1,0,1,-0.9224584359712081,0.16067601510386503
24,0,1,12295,6248,245,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.9241326985198899,-2.0284420833309573
64,4,0,5730,4322,83,2,1,1,0,1,0,5302.6,11241.84,5939.24,5,1,0,0,0,0,0,0,1,1,0,1,1.0138715980867414,2.061317052995837
57,3,0,3297,4128,927,2,1,1,0,0,0,7054.04,8689.26,1635.22,6,1,0,0,0,0,0,0,0,1,0,0,0.9067180994883967,1.2197064170148482
41,2,1,13719,9927,344,1,1,1,1,0,1,131.33,0.0,-131.33,1,1,0,0,0,0,0,0,0,0,1,3,-1.575013344397787,-0.4853459877347495
57,3,0,14818,3442,258,0,1,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.9435961131244743,1.0948664369111414
50,3,0,8557,8051,232,0,1,1,0,1,0,3747.68,5058.84,1311.16,3,0,1,0,0,0,0,0,0,0,0,1,-0.3729524181909567,0.7150321916295801
62,4,1,5306,7074,754,0,1,1,1,1,1,3185.97,6111.61,2925.64,2,1,0,0,0,0,0,0,1,1,0,1,-0.5499293759188351,1.895665855018044
46,2,1,8838,3205,431,2,1,1,0,1,0,2588.59,8699.96,6111.37,3,1,0,0,0,0,0,0,0,0,0,3,0.18379087297609725,0.015858497084653415
22,0,0,9307,6709,235,1,0,0,1,1,1,8213.9,18622.42,10408.52,6,1,0,0,0,0,0,0,1,1,0,2,2.3770945990800536,-2.048179824606164
47,2,1,9193,3808,510,0,1,1,0,0,0,9102.06,0.0,-9102.06,2,1,0,0,1,0,0,0,0,1,0,0,-1.5016528406078526,0.13860469266558384
69,4,0,11802,2156,349,3,0,0,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,-1.9386272749276308,2.2654419492254454
58,3,1,10156,4223,647,0,1,1,0,1,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,-1.7748611515490933,0.8826210277586263
37,1,1,7112,8260,465,2,1,1,1,1,1,0.0,25020.76,25020.76,4,1,0,0,0,0,0,0,1,1,0,2,2.8246595010345974,-0.7870306140383988
43,2,0,12968,4586,675,3,1,1,0,1,1,4947.66,0.0,-4947.66,1,1,0,0,0,0,0,0,1,1,0,1,-1.670855925767197,-0.07678388387741089
37,1,1,14917,2243,679,3,0,1,1,1,0,3195.38,0.0,-3195.38,1,1,1,0,0,0,0,0,1,1,0,3,-1.6799995491506534,-0.8487124057966802
28,0,0,9186,8229,543,3,1,1,1,1,0,7103.72,4671.04,-2432.68,5,1,0,0,0,0,0,0,1,1,0,0,0.06050275590280667,-1.7778058609925234
21,0,1,6551,7667,414,2,1,1,0,1,1,5192.12,6359.45,1167.33,4,1,0,0,0,0,0,0,1,0,1,3,0.17569099043638728,-2.4297334608701564
41,2,1,14981,7970,730,1,1,1,0,0,1,0.0,7448.11,7448.11,1,1,0,1,0,0,0,0,0,1,0,1,-0.5866416045081516,-0.10735509925365633
51,3,0,6708,6451,824,2,1,0,0,0,1,2483.14,0.0,-2483.14,1,1,0,0,0,0,0,0,0,1,0,1,-1.687227899104062,0.8658521578556808
47,2,0,13841,9353,954,1,0,1,0,0,0,1685.95,9859.38,8173.43,2,1,0,1,0,0,0,0,0,1,0,1,0.01688999054914807,0.18094851993592892
47,2,0,3833,3662,284,0,0,0,1,1,1,6185.51,6806.07,620.56,3,0,0,0,0,0,0,0,0,0,0,0,-0.14235418982596823,0.07589120378898286
59,3,0,10081,9716,82,2,1,1,1,0,1,6539.22,11870.06,5330.84,5,1,0,0,0,0,0,0,1,1,0,0,1.0891721998984039,1.2774804494091683
39,1,1,10830,6865,318,2,0,1,0,1,0,2842.09,23629.0,20786.91,6,1,0,0,0,0,0,0,0,1,0,2,3.1453313616509098,-0.6555396011713406
63,4,1,4137,3092,933,2,1,0,0,0,0,4431.5,17599.56,13168.06,5,1,0,0,0,0,0,0,0,1,0,2,1.919899792146454,2.062736487931305
53,3,1,8655,6869,991,1,0,0,1,1,0,3796.23,7564.69,3768.46,3,0,0,0,0,0,0,1,0,1,0,1,-0.14244175265239,1.0526343820943074
50,3,1,5879,7030,363,0,0,0,1,1,1,0.0,7395.28,7395.28,2,0,0,0,0,0,1,0,0,1,0,1,-0.4212901924201577,0.9696048762492582
45,2,0,12502,5467,280,0,1,0,1,0,1,2734.17,19762.34,17028.17,6,0,0,0,0,0,0,0,0,1,0,2,2.550551948600299,0.12737222289145939
31,1,0,5744,4536,573,0,0,1,0,0,1,2576.62,22187.88,19611.26,5,1,1,0,0,0,0,0,1,1,0,2,2.7115940760242516,-1.102741752543051
63,4,0,7345,9203,568,2,0,1,1,0,1,4012.9,16623.77,12610.87,4,1,0,0,0,0,1,0,0,1,0,2,1.4601018915703428,2.1016902348753685
36,1,1,13190,610,145,0,1,1,1,1,1,1224.08,27685.2,26461.12,6,1,0,0,0,0,0,0,0,1,0,2,3.7722289008819563,-0.8204162315609836
27,0,1,10679,4229,363,3,1,1,0,1,0,3121.38,7493.41,4372.03,3,1,0,0,1,0,0,0,0,0,0,3,-0.003881023768668674,-1.9603432628750426
43,2,1,9751,8929,224,3,1,1,1,1,1,3574.67,0.0,-3574.67,2,0,1,1,0,0,0,0,0,1,0,1,-1.4707567338600247,0.09163286683107531
69,4,0,14077,227,190,1,1,1,1,1,1,1699.91,15096.79,13396.88,4,1,0,0,0,0,0,0,0,0,0,2,1.3982524490224746,2.1359381463526796
61,4,0,6338,4437,329,0,0,1,0,1,0,3922.78,7811.37,3888.59,3,1,0,0,0,0,0,0,0,1,0,1,-0.01008652766788821,1.8787454665026146
56,3,0,4342,2115,744,3,1,1,1,1,0,4150.29,3704.18,-446.11,2,1,0,0,0,0,0,0,1,1,0,1,-0.8960508563547319,1.1242106993028829
69,4,1,4420,6223,93,0,1,1,1,1,1,3941.76,0.0,-3941.76,1,1,0,0,0,0,0,0,1,0,1,1,-1.6333665925612932,1.9339374737128723
54,3,0,3114,3814,386,1,1,1,1,1,0,4490.47,671.44,-3819.03,3,0,0,0,0,0,0,0,0,1,0,1,-1.0856233488379357,1.0656736610854862
47,2,0,5620,3116,872,2,0,1,0,0,0,863.74,6730.0,5866.26,2,1,0,0,0,0,0,0,1,0,0,1,-0.34691035090805655,0.0013162742844531525
50,3,0,11491,1669,370,3,0,0,1,1,0,1970.66,12094.24,10123.58,4,1,0,0,0,0,0,0,0,1,0,2,0.8888562499072177,0.8705521711763676
43,2,0,9932,3727,705,1,1,1,1,1,1,0.0,6158.52,6158.52,1,1,0,0,0,0,0,0,1,1,0,1,-0.7355182826699659,-0.08441027486444286
47,2,0,10044,4699,799,1,0,1,1,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,-1.9612853130037746,0.08754740785023493
39,1,1,11395,2493,363,2,0,0,1,1,0,10125.88,770.03,-9355.85,6,0,0,0,0,0,0,0,0,1,0,0,-0.31111497266060056,-0.6527111279037212
49,2,1,8524,6152,997,1,1,1,1,1,0,7542.6,2043.56,-5499.04,3,1,0,0,0,0,0,0,0,1,0,0,-0.9066972964840033,0.26940479908769877
58,3,1,5479,7125,584,3,0,1,0,1,1,5348.28,337.96,-5010.32,3,1,0,0,0,0,0,0,0,1,0,1,-1.1169019935471514,1.253850164183724
22,0,0,6073,3607,74,1,0,1,1,1,0,2445.03,13277.69,10832.66,3,1,0,0,0,0,0,0,1,0,0,3,0.8848597622174614,-2.217199132636434
21,0,1,6653,5731,848,3,0,0,1,1,0,8248.95,10566.96,2318.01,5,1,0,0,0,0,0,0,0,1,0,0,0.8929982243199132,-2.0533823060901994
47,2,1,12478,7247,701,0,1,1,0,0,0,1919.1,15520.17,13601.07,6,1,0,0,0,0,0,0,1,0,0,2,1.995317052097454,0.014226819478851899
55,3,1,6010,9691,700,2,1,0,0,0,1,0.0,5644.96,5644.96,1,1,1,0,0,0,0,0,0,0,0,1,-0.8133833167555464,0.9672948299108542
49,2,0,9386,6037,45,3,1,0,0,0,0,2518.93,0.0,-2518.93,1,1,1,0,0,0,0,0,0,1,0,1,-1.6948660452349664,0.31508680489016855
58,3,1,7431,8093,11,0,1,1,0,1,0,0.0,2782.87,2782.87,1,1,0,0,1,0,0,0,0,1,0,1,-1.303175135272308,1.196017416049283
48,2,1,3670,5084,494,3,0,1,1,0,0,4152.13,2360.38,-1791.75,2,0,0,0,0,0,0,0,1,1,0,1,-1.1199561401051443,0.2643433403779139
46,2,0,12657,3483,323,3,1,0,1,1,0,7537.21,8795.26,1258.05,4,1,0,0,0,0,0,0,0,1,0,0,0.3549745881475892,0.1682760297275069
45,2,1,7145,4360,630,1,0,1,0,0,0,6830.14,15918.06,9087.92,4,1,0,0,0,0,0,0,1,1,0,2,1.4250220898323098,0.09314460608643182
56,3,0,12617,9592,129,0,0,0,1,1,1,4919.37,17407.21,12487.84,3,0,0,0,0,0,0,0,1,1,0,2,1.3497258948892532,1.1290725172174636
63,4,1,8980,3225,858,1,1,1,0,1,0,0.0,9261.11,9261.11,1,1,0,0,0,0,0,0,0,0,1,1,-0.22663436961786226,1.6567286020947467
42,2,1,5372,7990,991,0,1,0,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.95811524161334,-0.12922785201215042
26,0,1,5274,1205,215,2,1,1,0,1,1,1624.05,8243.38,6619.33,4,1,0,0,0,0,0,0,0,1,0,3,0.4013410120778324,-1.8164347792324391
48,2,1,7893,9838,310,0,1,0,0,1,0,1320.48,6331.29,5010.81,2,1,0,0,0,0,0,0,1,1,0,1,-0.5052355655084707,0.21363703211679164
49,2,0,5923,3704,112,2,1,0,0,0,1,1179.17,4756.03,3576.86,2,1,0,0,0,0,0,0,1,1,0,1,-0.6948189541135295,0.2807836163136106
22,0,1,6253,5817,766,1,0,0,0,1,0,495.67,15187.53,14691.86,4,1,1,0,0,0,0,0,0,1,0,2,1.3942967720312986,-2.0072375333598824
65,4,0,10379,8577,435,0,0,1,0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,-1.8504786483021345,1.669931547598001
21,0,1,13698,3828,459,0,0,0,0,1,0,1770.79,0.0,-1770.79,1,1,0,0,0,0,0,0,0,0,0,3,-1.6099411045335834,-2.29943941590103
60,4,1,6351,9869,567,0,1,1,0,1,1,3988.54,9984.79,5996.25,3,1,0,0,0,0,0,0,1,0,1,1,0.3898224075260851,1.4921559624117358
24,0,1,10915,6204,47,0,0,0,0,1,1,0.0,25601.19,25601.19,6,1,0,0,0,0,0,0,0,1,0,2,3.480207620025327,-1.9096448890197935
49,2,0,12477,7592,19,2,1,1,0,0,1,2848.88,0.0,-2848.88,1,1,0,0,1,0,0,0,0,0,0,1,-1.6493846441783004,0.07421244342901147
67,4,0,3989,398,981,0,0,1,1,0,1,0.0,21682.59,21682.59,5,1,0,0,0,0,0,0,0,0,1,2,2.7025558307695254,1.878003029907478
40,2,1,5021,140,252,1,0,1,1,1,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,1,-1.9271880272269877,-0.17358900783350026
45,2,0,10515,5643,399,0,0,1,0,1,1,5182.72,9044.69,3861.97,3,1,0,0,0,0,0,0,0,1,0,0,0.19976545430902026,0.05478377922179861
35,1,1,11997,1440,702,1,1,0,1,1,1,3877.15,9045.6,5168.45,3,1,0,0,0,0,0,0,0,1,0,3,0.1793787627304345,-0.9086794714616571
44,2,0,14485,3737,508,1,0,1,1,1,1,10283.27,11226.18,942.91,6,1,0,0,0,0,0,0,1,0,1,0,1.3715822072077433,-0.3193056888989493
69,4,1,3119,2501,205,1,1,0,0,0,0,1139.56,0.0,-1139.56,1,1,0,0,0,0,0,0,0,1,0,1,-1.7195709140679487,2.3146912808953504
41,2,1,8562,8168,949,3,1,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,3,-1.891662986378454,-0.31482752804480807
44,2,1,12315,4945,594,3,1,1,1,0,0,9667.49,7384.72,-2282.77,4,1,0,0,1,0,0,0,0,1,0,0,0.09789042774887932,0.03283973527392959
24,0,1,9828,7510,919,2,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,3,-1.7797067876095471,-2.285740089868848
56,3,0,13314,9779,8,0,0,1,0,1,0,6621.37,3626.43,-2994.94,5,1,0,0,0,0,0,0,1,0,1,0,-0.009943125726327762,0.7623854974657214
67,4,1,11990,8029,155,2,1,1,1,1,0,3291.99,20960.66,17668.67,6,1,0,0,0,0,0,0,1,0,0,2,2.7320099111823866,2.07018334476473
41,2,1,13963,1489,646,3,1,1,1,1,0,10277.48,0.0,-10277.48,3,1,1,0,0,0,0,0,0,1,0,0,-1.2123509502087526,-0.08970184928463362
35,1,0,11493,8304,946,2,0,0,0,1,0,4975.61,1809.53,-3166.08,3,1,0,0,0,0,0,0,0,1,0,3,-0.8895629887866074,-0.9418771347403245
63,4,1,12436,4461,747,0,0,1,1,0,1,6688.46,1933.36,-4755.1,5,1,1,0,0,0,0,0,1,0,1,0,-0.269079520709108,1.6268518464744564
27,0,1,13448,2193,12,2,1,0,0,1,0,6233.6,10777.71,4544.11,5,1,0,0,0,0,0,0,0,0,0,3,1.0077544754976806,-1.9043773670368835
24,0,0,7002,2132,583,1,1,1,1,1,1,0.0,9057.03,9057.03,2,1,0,0,0,0,0,0,0,1,0,3,-0.008539098662350827,-1.9804567673053302
49,2,1,12725,1973,71,0,1,1,1,1,1,1372.4,7058.23,5685.83,3,0,0,0,1,0,0,0,0,0,0,1,-0.08366448067356684,0.12323209999762037
56,3,0,6328,5137,881,3,1,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.9322482733378012,1.0781562284124255
47,2,1,14048,5031,816,3,1,1,1,0,0,7484.52,19381.76,11897.24,6,1,0,1,0,0,0,0,0,1,0,2,2.4168286517168873,0.28514036060099784
30,1,0,4697,9111,561,0,1,1,1,0,0,2736.79,6156.38,3419.59,3,1,0,0,0,0,0,0,1,0,0,3,-0.19127217572818564,-1.3573903438878112
67,4,1,4725,3039,931,3,0,1,0,1,0,6524.59,9089.96,2565.37,4,0,0,0,0,0,0,0,1,1,0,1,0.3897319630150044,2.2329530915407396
35,1,1,6462,3417,697,3,0,1,0,0,0,4668.35,0.0,-4668.35,1,1,0,0,0,0,0,0,1,0,1,3,-1.593735701606831,-1.2524106694131032
35,1,1,4685,7467,48,2,1,0,0,0,1,4171.36,10544.72,6373.36,4,0,0,0,1,0,0,0,0,1,0,3,0.6179369745109808,-0.8481979707406182
33,1,1,11263,2497,38,0,1,1,0,0,0,8196.67,9135.5,938.83,4,1,0,0,0,0,0,0,0,1,0,0,0.4368750726788428,-0.995642359802833
42,2,0,3038,2481,713,2,0,0,0,1,1,0.0,508.39,508.39,1,1,1,0,0,0,0,0,1,1,0,1,-1.5563598593644927,-0.07217832359709495
31,1,1,13740,7553,98,3,0,1,0,0,1,2420.69,14496.17,12075.48,5,0,0,0,0,0,0,0,0,1,0,2,1.5414893136270873,-1.0540638691916442
56,3,0,3804,3721,935,0,1,1,0,1,1,12312.08,4829.84,-7482.24,6,1,0,0,0,0,0,0,0,1,0,0,0.31946768030542494,1.1398365656579041
30,1,1,3142,163,370,3,1,0,1,1,0,6116.15,1276.67,-4839.48,4,1,0,0,0,0,0,0,0,0,1,3,-0.6289491055301388,-1.406608197436712
66,4,1,14819,4640,862,1,1,1,1,0,1,0.0,6747.39,6747.39,1,1,0,0,0,0,0,0,1,0,1,1,-0.6027950584316732,1.7393566037953319
52,3,1,7177,2913,745,0,1,1,1,1,0,3082.26,3617.65,535.39,2,1,0,0,0,0,0,0,1,1,0,1,-0.9082335511239704,0.8937670319754065
63,4,0,9020,8261,269,3,1,1,1,1,0,3486.91,0.0,-3486.91,1,1,0,0,0,0,0,0,0,0,1,1,-1.6340140657305926,1.655997250975556
57,3,0,8596,3677,714,0,1,1,1,1,0,0.0,2001.58,2001.58,2,1,0,0,0,0,0,0,0,1,0,1,-1.1039492190554194,1.136316879128139
32,1,1,12938,7651,689,3,1,1,0,1,0,7602.43,2276.72,-5325.71,3,1,0,0,1,0,0,0,0,1,0,0,-0.8724874829778421,-1.0910018628352325
47,2,0,6061,6260,326,1,1,0,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.958970706175879,0.14083560127351838
41,2,1,3589,2418,153,1,0,0,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,3,-1.8618917518393814,-0.415754220142385
29,0,0,6184,510,177,1,1,0,1,0,0,2820.19,14018.65,11198.46,5,1,0,0,0,1,0,0,0,0,1,2,1.6144880019888415,-1.963974175556883
43,2,1,6706,7399,855,2,1,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.951970475786942,-0.03528323410964023
62,4,1,12332,6808,135,1,1,0,1,1,0,7976.24,3948.54,-4027.7,5,1,0,0,0,0,0,0,0,1,0,0,-0.1320924211887418,1.963533681240328
34,1,0,11805,2719,578,2,1,0,0,0,0,8597.39,6516.62,-2080.77,4,1,0,0,0,0,0,0,0,0,0,0,0.08901078003008302,-1.0971041464407865
67,4,1,3778,7118,509,3,1,1,1,1,0,10378.54,13747.52,3368.98,6,1,0,0,0,0,0,0,0,0,1,0,1.6597454747322733,1.953918766248691
68,4,1,12498,5103,163,2,0,1,0,0,0,1597.9,16171.83,14573.93,3,1,0,0,0,1,0,0,0,0,1,2,1.3567594205495468,1.9621800774760443
65,4,1,14649,7589,464,1,0,0,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,-1.9147844571500814,1.8913970950863521
37,1,0,13739,8049,82,1,0,0,0,1,0,0.0,31692.41,31692.41,6,1,0,0,0,0,0,0,0,1,0,2,4.348797730573926,-0.7637401122037257
27,0,1,3052,3545,927,1,0,1,0,1,1,4781.51,0.0,-4781.51,1,1,0,0,0,0,0,0,0,1,0,3,-1.6526671417614143,-1.8297323528533644
68,4,0,3082,7079,135,0,1,0,1,0,0,4336.48,393.84,-3942.64,3,1,0,0,0,0,0,0,1,1,0,1,-1.1587442968313209,2.217414509281734
34,1,1,13469,9237,882,2,1,1,0,1,1,298.66,0.0,-298.66,1,1,0,1,0,0,0,0,0,1,0,3,-1.668662137731674,-0.9603207009690569
22,0,0,7418,4165,670,3,1,1,0,1,0,3195.64,3479.57,283.93,2,1,0,0,0,0,0,0,1,0,1,3,-0.7673589813180232,-2.4075170014638787
60,4,1,14452,1329,728,1,1,0,0,0,1,2389.31,6667.08,4277.77,4,1,0,0,0,0,0,0,1,1,0,1,0.09352923631382909,1.8066256036718098
41,2,0,12995,884,934,3,1,1,0,0,0,5989.85,3838.11,-2151.74,5,1,0,0,0,0,0,0,0,1,0,0,-0.039117855075469846,-0.11917106811706132
54,3,1,14415,7163,676,2,1,0,1,0,0,0.0,14733.96,14733.96,2,1,0,0,0,0,0,0,1,1,0,2,0.7115061033294582,1.0163218157639373
60,4,1,9498,801,811,2,0,1,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,-1.9271369782810768,1.8039501594692253
58,3,1,6177,9072,924,3,1,1,1,0,0,1597.2,8256.36,6659.16,2,1,1,0,0,0,0,0,0,1,0,1,-0.23656025534920452,1.2693455627456394
52,3,1,3810,2091,97,3,1,1,1,1,1,3654.91,8632.91,4978.0,2,1,0,0,0,0,0,0,1,1,0,1,-0.16656017486837976,0.9709647442638111
67,4,1,8077,5822,272,0,1,1,0,1,0,7102.37,10351.88,3249.51,5,1,0,0,0,0,0,0,1,1,0,0,0.8493948879255752,2.188377385422056
51,3,0,7134,4320,344,0,0,0,0,1,0,4085.61,0.0,-4085.61,1,1,0,0,0,0,0,0,0,1,0,1,-1.7059891915383112,0.8628671239661636
63,4,1,5022,2469,9,1,1,0,1,1,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,-1.9403404830897844,1.854349436871738
44,2,1,8360,698,714,1,1,1,0,0,0,8671.49,2084.66,-6586.83,4,1,1,0,0,0,0,0,1,0,0,0,-0.5602182765978612,-0.10744767081251205
50,3,1,3847,868,537,0,1,0,0,1,1,12070.84,5449.33,-6621.51,6,0,0,0,0,0,0,0,1,0,1,0,0.46707798778721277,0.5737899535639109
49,2,0,10535,6181,247,0,1,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.9262860653924236,0.20806594251523539
27,0,1,3971,5021,183,3,0,0,0,1,1,3683.94,10748.88,7064.94,3,1,1,0,0,0,0,0,0,1,0,3,0.45312936141991833,-1.7213289422908937
53,3,0,11131,8930,77,2,1,0,0,1,1,4250.48,7562.65,3312.17,3,1,0,0,0,0,0,0,0,0,1,1,0.04033907812393777,0.6798300554269573
48,2,1,10765,7677,633,1,0,1,1,1,1,3399.26,0.0,-3399.26,1,0,0,1,0,0,0,0,0,0,1,3,-1.6429197157519257,-0.0479302330510236
45,2,0,11898,7706,231,0,1,0,1,1,1,519.22,4988.72,4469.5,2,1,0,0,0,0,0,0,0,1,0,1,-0.6683484580647651,0.04908308575214857
39,1,1,7033,8168,100,0,1,0,1,0,1,6302.4,14020.7,7718.3,6,1,0,0,0,0,0,0,0,1,0,2,1.6773118314409352,-0.6643160474180925
22,0,1,5670,7825,47,0,1,1,1,1,0,9435.22,5109.21,-4326.01,6,1,0,0,0,0,0,0,0,1,0,0,0.3674943221759029,-2.02775640309002
55,3,0,6004,9046,680,2,1,1,1,1,0,3383.55,0.0,-3383.55,2,1,0,0,0,0,0,0,1,1,0,1,-1.445423675572168,1.039080970260741
48,2,1,11077,8692,36,0,0,0,0,1,1,3847.88,12864.51,9016.63,3,0,0,0,0,0,0,0,0,0,0,2,0.7567687842920751,0.12786916415485564
49,2,1,8829,4993,788,1,1,1,0,1,0,1057.18,0.0,-1057.18,1,1,0,0,0,0,0,0,1,0,1,3,-1.5750728811991106,-0.08931453793606427
67,4,0,7458,5695,56,0,1,1,0,0,1,2828.28,0.0,-2828.28,2,0,0,0,0,0,0,0,1,0,1,1,-1.3328224567771194,1.835334787925537
49,2,0,7657,9312,735,0,1,1,1,1,0,72.31,0.0,-72.31,1,1,0,0,0,0,0,0,0,0,1,3,-1.575777588954057,-0.09780600022575438
36,1,1,7255,6197,806,2,1,1,0,1,1,1376.74,962.78,-413.96,2,1,0,0,0,0,0,0,0,1,0,3,-1.23055119393115,-0.8760556921607993
28,0,0,7152,2013,224,2,0,1,1,0,1,4550.71,1990.37,-2560.34,2,1,0,0,0,0,0,0,0,1,0,3,-1.091893586573035,-1.774135927464317
28,0,0,14616,459,244,3,0,0,0,1,1,1187.7,14109.2,12921.5,3,1,0,0,0,0,0,0,0,1,0,2,0.9929796232709065,-1.7449841943945918
