customer_id,age,gender,annual_income,education_level,bank_signup_date,loyalty_program,loyalty_points,loyalty_last_active,bank_last_active,acquisition_channel,customer_acquisition_cost,yearly_average_customer_revenue,customer_tenure_days
CUST000245,83,Male,30180,Master,2024-01-17,1,44,2025-02-19,2024-11-01,Online,345.54,624.07,439
CUST000246,28,Male,46529,Master,2018-07-25,1,393,2024-10-06,2025-03-24,Online,345.62,4492.29,2441
CUST000247,41,Female,43374,Bachelor,2019-08-21,0,0,,2025-03-22,Online,135.41,3160.44,2049
CUST000248,26,Female,39672,High School,2021-01-17,0,0,,2025-03-03,Direct Mail,306.49,3554.8,1534
CUST000249,26,Male,132961,Bachelor,2017-09-05,0,0,,2025-03-14,Online,278.02,14855.77,2764
CUST000250,48,Female,67344,Bachelor,2022-01-29,0,0,,2025-03-31,Online,104.22,3416.15,1157
CUST000251,69,Female,29279,Bachelor,2020-10-11,1,226,2025-03-25,2025-03-06,Online,126.53,2058.82,1632
CUST000252,33,Male,87030,High School,2020-11-02,1,482,2025-01-07,2025-03-15,Branch,382.23,4677.03,1610
CUST000253,49,Male,158921,High School,2017-05-05,0,0,,2025-01-31,Branch,276.13,16602.56,2887
CUST000254,23,Male,92163,Bachelor,2016-03-12,0,0,,2025-03-07,Online,138.49,14941.39,3306
CUST000255,28,Female,25729,Bachelor,2023-12-18,1,74,2025-03-01,2025-03-25,Online,240.05,566.8,469
CUST000256,71,Female,43173,Associate,2019-12-18,0,0,,2025-03-21,Online,267.59,4049.62,1930
CUST000257,84,Male,103626,Associate,2020-06-28,1,680,2025-01-01,2025-03-22,Branch,422.17,4391.02,1737
CUST000258,58,Female,38609,Master,2016-01-16,1,622,2024-07-27,2025-02-13,Online,138.57,5869.18,3362
CUST000259,51,Female,68665,Bachelor,2020-05-26,0,0,,2025-03-16,Online,303.92,4735.28,1770
CUST000260,44,Female,81016,Associate,2023-07-04,0,0,,2025-03-04,Online,347.7,1621.82,636
CUST000261,58,Male,34600,High School,2024-11-07,1,22,2025-02-26,2025-03-10,Direct Mail,470.97,186.61,144
CUST000262,48,Male,53387,Associate,2021-12-27,1,228,2025-02-02,2025-03-02,Online,146.03,3166.37,1190
CUST000263,51,Female,10877,Master,2020-01-15,1,61,2025-02-04,2025-03-14,Affiliate,333.56,1160.02,1902
CUST000264,68,Female,32954,Bachelor,2023-10-26,0,0,,2025-03-08,Referral,85.37,758.62,522
CUST000265,34,Female,48475,Bachelor,2018-11-02,1,453,2024-07-11,2025-03-03,Online,114.29,5993.05,2341
CUST000266,56,Male,29472,Bachelor,2020-10-18,0,0,,2025-03-15,Online,145.76,2378.26,1625
CUST000267,76,Male,124404,Associate,2025-01-15,0,0,,2025-03-27,Branch,466.53,247.96,75
CUST000268,58,Male,26903,Master,2018-08-28,0,0,,2024-06-05,Direct Mail,597.52,3556.44,2407
CUST000269,27,Female,44137,Bachelor,2021-10-08,1,235,2025-03-26,2025-03-30,Direct Mail,368.14,1757.59,1270
CUST000270,19,Female,58715,High School,2024-10-13,0,0,,2024-12-03,Branch,311.48,263.19,169
CUST000271,76,Female,113065,High School,2017-12-06,1,909,2025-02-25,2025-03-24,Branch,214.79,7499.6,2672
CUST000272,30,Female,26826,Bachelor,2017-11-14,1,275,2025-01-06,2025-01-18,Affiliate,247.4,5591.16,2694
CUST000273,27,Male,98387,Master,2017-10-18,1,1334,2022-12-17,2025-03-20,Online,308.28,8867.28,2721
CUST000274,45,Male,55282,Associate,2018-03-19,1,837,2025-01-06,2025-03-12,Direct Mail,472.4,6791.35,2569
CUST000275,82,Female,33669,Master,2020-03-07,0,0,,2025-03-08,Affiliate,330.51,4162.64,1850
CUST000276,51,Male,69295,Bachelor,2024-09-08,1,64,2025-03-21,2025-03-28,Online,316.12,619.42,204
CUST000277,34,Female,60755,High School,2021-03-10,1,510,2024-07-13,2025-03-30,Branch,273.39,5016.95,1482
CUST000278,62,Female,40740,High School,2023-08-09,0,0,,2025-03-28,Online,313.77,1064.27,600
CUST000279,26,Female,56953,High School,2019-12-02,1,326,2025-01-20,2025-01-17,Online,128.69,4070.89,1946
CUST000280,49,Female,45362,Bachelor,2015-04-09,0,0,,2025-03-20,Online,113.86,4131.82,3644
CUST000281,65,Male,58212,High School,2017-01-21,1,766,2025-03-27,2024-05-13,Online,199.2,6647.51,2991
CUST000282,54,Female,76584,Associate,2020-01-10,1,744,2023-11-18,2025-03-09,Online,298.25,3567.24,1907
CUST000283,38,Female,121551,Bachelor,2022-01-22,0,0,,2025-03-09,Direct Mail,346.52,4788.37,1164
CUST000284,74,Male,29619,Bachelor,2025-01-23,1,5,2025-01-11,2025-03-31,Referral,132.77,133.73,67
CUST000285,56,Male,159788,High School,2023-05-23,1,336,2025-03-30,2025-03-12,Referral,50.63,2446.77,678
CUST000286,85,Female,20723,Bachelor,2021-02-25,1,171,2025-01-17,2025-03-05,Branch,400.7,1989.8,1495
CUST000287,19,Female,50980,Bachelor,2019-07-21,1,272,2024-12-21,2025-03-30,Online,157.28,3163.35,2080
CUST000288,56,Male,73809,Bachelor,2015-07-27,1,567,2025-02-21,2025-03-15,Online,239.72,4317.53,3535
CUST000289,31,Male,63296,Master,2015-07-06,1,1193,2025-02-11,2025-03-20,Online,176.22,7755.17,3556
CUST000290,35,Female,40285,High School,2019-07-10,1,416,2025-03-06,2025-03-13,Referral,62.2,4730.89,2091
CUST000291,51,Male,49564,Master,2022-10-20,0,0,,2025-03-13,Referral,106.17,2259.9,893
CUST000292,32,Female,42984,Bachelor,2021-04-03,1,257,2024-05-04,2025-03-09,Direct Mail,301.97,3402.06,1458
CUST000293,31,Female,40962,Bachelor,2017-03-31,1,429,2025-02-11,2025-03-29,Online,322.12,6503.71,2922
CUST000294,37,Male,84110,Bachelor,2019-04-12,1,579,2025-02-10,2025-03-06,Online,117.93,4279.82,2180
CUST000295,52,Female,65748,Bachelor,2020-10-14,0,0,,2025-03-22,Affiliate,343.69,4528.37,1629
CUST000296,54,Male,38895,High School,2019-05-31,0,0,,2025-02-10,Direct Mail,311.08,2750.67,2131
CUST000297,44,Male,86239,Bachelor,2024-06-17,0,0,,2025-03-13,Referral,116.11,1179.73,287
CUST000298,61,Female,64134,Bachelor,2023-03-18,0,0,,2025-03-26,Online,227.18,1322.84,744
CUST000299,44,Female,82579,Bachelor,2017-10-23,1,884,2025-03-27,2025-03-02,Branch,286.05,9138.01,2716
CUST000300,51,Male,75350,Associate,2023-06-20,1,262,2025-01-02,2025-02-27,Branch,319.79,2453.41,650
CUST000301,82,Female,36336,Master,2021-03-21,0,0,,2025-03-09,Branch,371.27,2850.58,1471
CUST000302,80,Female,41564,Bachelor,2017-10-23,0,0,,2025-03-17,Online,280.02,4363.04,2716
CUST000303,50,Male,79916,High School,2017-02-06,1,926,2024-08-14,2025-02-12,Online,264.21,11783.7,2975
CUST000304,24,Female,74628,Bachelor,2018-11-07,1,1046,2025-01-01,2025-03-13,Online,196.53,5283.5,2336
CUST000305,29,Male,54428,Bachelor,2021-05-12,0,0,,2025-03-06,Branch,294.15,3054.9,1419
CUST000306,72,Female,58323,Bachelor,2020-01-05,0,0,,2025-03-26,Branch,283.05,6038.57,1912
CUST000307,53,Female,104184,Bachelor,2017-02-22,1,819,2024-06-21,2025-03-19,Referral,97.61,8971.87,2959
CUST000308,23,Female,40917,Master,2015-07-15,0,0,,2025-03-07,Referral,86.15,3814.21,3547
CUST000309,18,Male,72304,Associate,2016-05-05,1,849,2025-02-17,2025-03-12,Affiliate,212.86,9074.59,3252
CUST000310,60,Female,49711,Bachelor,2023-08-06,1,96,2024-06-26,2025-03-09,Online,118.18,1131.75,603
CUST000311,34,Male,49328,Master,2022-01-16,1,141,2025-01-25,2025-01-23,Online,143.57,2271.0,1170
CUST000312,51,Male,95270,Master,2016-05-12,1,1072,2025-02-05,2025-03-12,Branch,387.86,10012.45,3245
CUST000313,38,Female,83099,Bachelor,2016-08-12,1,1072,2023-02-08,2025-03-01,Online,116.82,5766.56,3153
CUST000314,74,Male,82606,Master,2017-10-13,0,0,,2025-03-11,Online,121.62,12088.5,2726
CUST000315,72,Male,105643,High School,2021-10-08,1,564,2023-04-15,2025-03-18,Online,344.34,4566.04,1270
CUST000316,19,Male,55580,Master,2020-09-30,1,548,2025-03-15,2025-03-07,Online,166.92,4626.31,1643
CUST000317,32,Female,77347,Associate,2024-05-26,1,99,2025-02-15,2025-03-12,Online,119.37,580.7,309
CUST000318,27,Male,47096,High School,2015-10-03,1,798,2025-02-26,2025-03-13,Direct Mail,518.25,10055.15,3467
CUST000319,37,Female,64677,High School,2017-12-06,0,0,,2025-03-06,Online,268.31,6117.83,2672
CUST000320,22,Male,51535,Bachelor,2019-09-28,0,0,,2025-02-04,Branch,298.98,5857.8,2011
CUST000321,65,Male,57733,Associate,2020-12-10,0,0,,2025-03-04,Referral,77.16,4046.17,1572
CUST000322,36,Female,74062,Associate,2019-11-16,0,0,,2023-11-27,Online,242.39,4514.46,1962
CUST000323,73,Female,36533,High School,2018-05-16,1,340,2024-09-23,2025-03-10,Branch,401.16,3115.14,2511
CUST000324,34,Female,156573,Associate,2017-10-10,1,2335,2025-01-28,2025-03-22,Online,244.06,11098.05,2729
CUST000325,23,Female,33258,Bachelor,2023-02-22,0,0,,2025-03-05,Online,193.99,1134.33,768
CUST000326,57,Male,29971,Bachelor,2018-09-15,0,0,,2025-03-14,Online,346.19,3236.42,2389
CUST000327,64,Male,98139,Associate,2017-03-21,0,0,,2025-03-11,Referral,109.09,7557.98,2932
CUST000328,23,Male,81709,Bachelor,2019-06-25,0,0,,2025-03-12,Online,212.71,3214.65,2106
CUST000329,63,Male,75143,Master,2016-06-20,0,0,,2025-01-11,Branch,349.0,8133.48,3206
CUST000330,44,Male,75301,Bachelor,2017-10-11,1,1284,2025-02-23,2025-03-12,Referral,130.49,7435.04,2728
CUST000331,49,Female,54664,Associate,2019-04-10,1,502,2025-02-25,2025-03-08,Direct Mail,271.07,4787.42,2182
CUST000332,31,Female,35117,Bachelor,2022-04-05,0,0,,2025-03-08,Online,300.86,1659.95,1091
CUST000333,63,Male,57124,High School,2023-09-18,0,0,,2025-03-10,Referral,131.12,1659.72,560
CUST000334,70,Male,39202,High School,2017-05-04,1,289,2024-01-05,2024-01-18,Online,104.54,5454.39,2888
CUST000335,37,Female,89558,Associate,2021-07-13,1,369,2025-02-02,2025-03-07,Online,142.18,3227.88,1357
CUST000336,48,Male,51101,Master,2018-07-25,1,491,2025-01-05,2025-03-04,Referral,147.64,4871.24,2441
CUST000337,38,Male,36400,High School,2018-08-27,1,362,2025-03-21,2025-03-17,Branch,400.0,4752.97,2408
CUST000338,40,Female,46835,High School,2021-04-06,0,0,,2025-03-29,Online,117.78,3177.15,1455
CUST000339,70,Female,67612,High School,2018-08-11,1,720,2025-01-05,2025-03-03,Online,316.72,6041.71,2424
CUST000340,21,Male,41490,Master,2018-03-29,1,439,2025-02-19,2025-03-15,Affiliate,274.03,3087.89,2559
CUST000341,40,Male,36460,Bachelor,2015-11-10,1,455,2022-10-26,2025-03-22,Online,133.99,4448.72,3429
CUST000342,60,Female,62126,Associate,2020-08-21,0,0,,2025-03-27,Online,265.41,2838.08,1683
CUST000343,70,Male,62166,Bachelor,2024-05-29,1,55,2024-11-02,2025-03-14,Online,137.42,613.39,306
CUST000344,49,Female,42685,Bachelor,2024-08-29,1,37,2025-03-29,2025-03-06,Online,118.32,236.79,214
CUST000345,52,Male,43458,Bachelor,2024-11-01,1,36,2024-10-26,2025-03-20,Online,150.45,293.03,150
CUST000346,38,Female,61766,High School,2015-08-12,1,1032,2025-03-18,2025-03-13,Online,160.91,12171.89,3519
CUST000347,31,Male,26663,Master,2016-12-12,1,341,2025-02-28,2025-02-04,Online,279.11,4417.19,3031
CUST000348,66,Male,27210,Associate,2023-05-20,1,88,2024-02-21,2025-03-11,Branch,471.78,659.9,681
CUST000349,22,Female,38402,Bachelor,2022-07-26,0,0,,2025-01-23,Branch,386.09,1763.64,979
CUST000350,78,Female,49432,High School,2024-01-31,1,67,2025-03-09,2025-02-13,Branch,338.83,734.67,425
CUST000351,46,Female,64250,Associate,2017-09-15,1,545,2025-02-12,2025-03-27,Online,241.63,8564.6,2754
CUST000352,43,Female,115009,Associate,2023-12-22,0,0,,2025-03-21,Referral,95.39,1486.19,465
CUST000353,76,Male,84450,Bachelor,2019-07-26,1,494,2024-01-24,2025-03-13,Online,109.08,6738.46,2075
CUST000354,62,Female,50772,High School,2017-07-19,0,0,,2025-03-28,Online,338.72,5877.71,2812
CUST000355,57,Male,54479,Bachelor,2019-10-28,1,377,2025-03-12,2025-03-22,Referral,97.46,3868.91,1981
CUST000356,47,Male,33317,High School,2021-07-15,1,143,2024-08-31,2025-03-31,Online,118.55,2275.5,1355
CUST000357,46,Female,54493,Bachelor,2016-08-23,0,0,,2025-03-07,Online,206.59,6437.32,3142
CUST000358,21,Male,47608,Master,2022-07-27,0,0,,2025-03-15,Branch,467.96,1771.73,978
CUST000359,42,Male,64630,Bachelor,2016-07-05,1,1021,2024-01-01,2024-07-25,Online,157.83,8197.49,3191
CUST000360,69,Male,36369,Bachelor,2016-02-06,1,378,2025-03-22,2025-03-13,Affiliate,349.47,6374.91,3341
CUST000361,60,Male,71307,Bachelor,2016-12-13,1,596,2025-03-30,2025-01-20,Branch,495.53,8872.58,3030
CUST000362,53,Female,118356,Associate,2016-03-30,0,0,,2025-03-06,Referral,68.54,15733.94,3288
CUST000363,26,Female,52088,Master,2022-07-06,0,0,,2025-03-04,Online,209.46,2083.61,999
CUST000364,53,Female,67234,Associate,2023-12-26,1,178,2025-03-30,2025-03-25,Online,197.35,1523.82,461
CUST000365,62,Male,77665,Bachelor,2015-04-16,1,888,2025-02-16,2024-10-02,Branch,429.39,6829.99,3637
CUST000366,83,Female,45002,Bachelor,2023-03-20,1,127,2025-01-11,2025-03-03,Online,215.1,1547.11,742
CUST000367,69,Male,61521,Associate,2016-12-31,1,765,2024-11-24,2025-03-25,Online,184.78,4850.58,3012
CUST000368,60,Male,55347,Associate,2020-11-09,1,212,2025-03-12,2025-02-22,Online,244.19,3067.62,1603
CUST000369,21,Male,57752,Bachelor,2016-09-09,1,899,2025-01-16,2025-03-26,Online,232.6,5645.78,3125
CUST000370,32,Female,37368,Master,2020-06-15,0,0,,2025-03-05,Affiliate,305.41,2976.68,1750
CUST000371,51,Female,55678,Master,2024-06-11,0,0,,2024-06-14,Online,262.19,337.44,293
CUST000372,40,Female,70550,Bachelor,2024-06-21,0,0,,2025-01-08,Referral,92.04,811.18,283
CUST000373,51,Male,113625,Bachelor,2018-04-21,1,1248,2025-01-10,2025-03-05,Online,159.31,7218.33,2536
CUST000374,22,Male,88851,Master,2022-05-11,1,500,2025-02-01,2025-03-24,Direct Mail,473.09,1987.64,1055
CUST000375,31,Male,161406,High School,2023-11-19,0,0,,2024-08-02,Online,152.0,3651.58,498
CUST000376,73,Female,37474,High School,2024-09-29,1,19,2024-07-14,2024-12-12,Branch,389.29,265.03,183
CUST000377,62,Male,85071,Bachelor,2015-09-02,0,0,,2025-03-07,Direct Mail,450.08,10405.88,3498
CUST000378,58,Male,60280,Master,2016-10-03,1,699,2025-01-05,2025-03-18,Direct Mail,570.55,6721.93,3101
CUST000379,73,Female,164388,Master,2024-05-07,1,198,2024-11-06,2025-03-19,Online,273.24,1324.91,328
CUST000380,83,Male,36714,Bachelor,2020-03-19,1,264,2025-01-12,2025-03-13,Online,150.75,3020.76,1838
CUST000381,32,Male,36142,High School,2016-08-09,1,233,2025-03-16,2025-03-14,Referral,110.26,4005.44,3156
CUST000382,67,Female,40757,Bachelor,2020-12-19,0,0,,2025-03-01,Online,257.49,2397.97,1563
CUST000383,42,Female,19017,High School,2018-05-13,1,179,2025-03-24,2025-03-01,Online,195.56,2182.7,2514
CUST000384,50,Male,42285,Associate,2018-02-01,1,230,2024-12-31,2025-03-30,Online,177.19,4588.75,2615
CUST000385,23,Female,37628,Bachelor,2015-09-27,1,526,2025-03-14,2025-03-18,Online,107.72,8181.66,3473
CUST000386,73,Female,59295,High School,2024-11-01,0,0,,2025-03-12,Branch,353.75,359.56,150
CUST000387,18,Female,65249,Master,2023-03-20,1,63,2025-03-06,2025-03-09,Referral,122.51,1243.54,742
CUST000388,84,Female,140529,Bachelor,2021-07-25,1,305,2024-01-07,2024-12-19,Referral,107.82,2841.86,1345
CUST000389,43,Male,88459,Bachelor,2023-12-17,1,188,2025-03-08,2025-01-24,Branch,300.46,2011.82,470
CUST000390,64,Male,41218,High School,2017-05-01,1,362,2023-12-28,2025-03-16,Online,158.29,4493.25,2891
CUST000391,73,Female,35097,Associate,2020-02-15,1,168,2025-03-20,2025-02-19,Branch,243.42,2978.5,1871
CUST000392,26,Male,70336,High School,2020-12-06,0,0,,2025-03-19,Online,139.63,4336.94,1576
CUST000393,60,Male,28423,PhD,2023-09-03,1,82,2025-03-31,2025-03-11,Affiliate,296.52,958.57,575
CUST000394,58,Female,137422,Master,2018-01-07,1,1448,2025-02-04,2024-10-31,Direct Mail,373.19,6475.12,2640
CUST000395,33,Male,99191,Bachelor,2018-09-24,0,0,,2025-03-17,Online,105.88,4545.57,2380
CUST000396,56,Female,43499,High School,2018-12-04,1,460,2025-01-03,2025-03-07,Branch,304.73,2984.02,2309
CUST000397,82,Female,23353,Master,2022-12-04,1,68,2024-09-02,2025-03-18,Referral,130.76,829.64,848
CUST000398,57,Female,108231,Associate,2022-12-21,1,589,2025-03-05,2025-03-03,Online,168.07,2434.95,831
CUST000399,70,Female,51938,High School,2022-05-02,1,164,2025-03-25,2025-03-31,Branch,284.84,2421.49,1064
CUST000400,59,Male,102129,Bachelor,2019-08-29,0,0,,2024-02-06,Branch,392.03,6360.93,2041
CUST000401,69,Male,24782,Master,2020-04-04,0,0,,2025-03-17,Online,299.89,1501.3,1822
CUST000402,55,Male,40757,High School,2017-07-21,0,0,,2025-02-17,Online,171.02,5156.11,2810
CUST000403,34,Female,55144,High School,2021-12-16,0,0,,2025-01-12,Direct Mail,252.41,2784.27,1201
CUST000404,42,Female,56307,Master,2022-08-21,1,297,2025-03-21,2025-03-25,Online,112.49,2874.37,953
CUST000405,71,Female,43916,High School,2022-11-28,1,133,2025-02-10,2025-03-22,Direct Mail,299.1,1617.07,854
CUST000406,66,Male,75095,High School,2016-11-04,1,422,2024-07-19,2025-03-14,Branch,490.45,4794.51,3069
CUST000407,40,Female,32250,Bachelor,2023-05-08,1,93,2025-01-10,2025-03-01,Online,216.07,1580.17,693
CUST000408,56,Female,51220,Master,2020-04-19,0,0,,2025-03-08,Referral,80.62,3524.63,1807
CUST000409,69,Female,58409,Bachelor,2016-01-15,0,0,,2024-09-05,Online,236.19,4826.35,3363
CUST000410,18,Female,71133,PhD,2019-03-29,1,621,2024-04-03,2025-03-15,Direct Mail,516.88,6562.55,2194
CUST000411,56,Male,78503,Bachelor,2016-02-05,1,653,2025-03-07,2025-03-12,Direct Mail,423.74,10351.71,3342
CUST000412,54,Male,31343,High School,2016-04-22,1,269,2022-11-29,2025-03-24,Online,174.44,3033.03,3265
CUST000413,44,Female,25540,PhD,2023-01-04,1,75,2024-09-20,2025-03-21,Online,211.96,1087.62,817
CUST000414,73,Male,104185,Bachelor,2024-03-14,1,159,2024-12-31,2025-03-10,Branch,335.04,1451.47,382
CUST000415,59,Female,64941,Associate,2018-08-21,1,147,2025-01-27,2025-01-17,Online,177.38,3919.77,2414
CUST000416,77,Female,37829,Bachelor,2024-11-22,0,0,,2025-01-21,Branch,482.3,155.35,129
CUST000417,74,Female,119451,Associate,2018-02-10,0,0,,2025-03-02,Online,204.95,11220.77,2606
CUST000418,74,Male,58274,High School,2017-09-01,1,771,2022-07-20,2025-03-20,Direct Mail,320.46,6767.7,2768
CUST000419,45,Female,99184,High School,2024-02-01,1,130,2024-12-31,2025-03-11,Branch,467.16,1829.43,424
CUST000420,83,Female,56888,Bachelor,2022-11-19,1,107,2024-09-26,2025-03-24,Online,206.66,1632.74,863
CUST000421,78,Male,154116,Master,2024-10-16,0,0,,2025-03-03,Direct Mail,596.71,596.13,166
CUST000422,39,Male,132290,Bachelor,2016-01-31,0,0,,2025-03-01,Online,164.23,16945.78,3347
CUST000423,28,Female,48562,PhD,2023-08-04,0,0,,2025-03-15,Online,182.66,888.26,605
CUST000424,54,Male,89399,Associate,2025-02-08,1,21,2025-01-30,2025-03-27,Referral,52.31,145.0,51
CUST000425,83,Female,75945,Associate,2021-02-18,0,0,,2025-03-10,Branch,273.28,4433.09,1502
CUST000426,60,Male,109032,High School,2016-06-25,1,1260,2025-02-23,2025-03-03,Direct Mail,360.16,15312.0,3201
CUST000427,29,Female,33949,High School,2020-08-03,1,286,2024-11-29,2025-03-14,Direct Mail,327.21,3336.44,1701
CUST000428,48,Female,77506,Associate,2018-10-17,1,751,2025-02-03,2025-03-07,Branch,259.75,9685.82,2357
CUST000429,57,Female,93367,Bachelor,2019-01-14,1,769,2025-03-08,2025-03-31,Referral,108.89,4814.95,2268
CUST000430,46,Female,22827,Master,2015-06-22,0,0,,2025-03-05,Referral,88.61,4791.79,3570
CUST000431,43,Male,30438,PhD,2024-05-11,1,34,2025-01-26,2025-01-07,Online,168.1,442.01,324
CUST000432,36,Male,19840,High School,2021-05-06,1,117,2025-03-31,2025-03-22,Direct Mail,399.32,1444.68,1425
CUST000433,21,Male,48068,Master,2023-02-01,1,120,2024-11-20,2025-03-05,Affiliate,196.62,1081.9,789
CUST000434,23,Female,78736,Associate,2017-07-07,1,601,2023-10-02,2024-12-29,Online,216.1,10494.3,2824
CUST000435,49,Female,116572,High School,2016-12-24,1,1513,2024-09-20,2025-03-03,Branch,223.72,7795.49,3019
CUST000436,78,Male,57075,Master,2016-12-30,1,598,2025-02-26,2025-03-20,Online,320.68,6007.57,3013
CUST000437,27,Female,124168,Bachelor,2017-12-18,1,1213,2025-03-13,2025-03-01,Referral,106.54,15071.49,2660
CUST000438,76,Male,27585,High School,2019-03-30,1,291,2024-09-25,2025-03-18,Online,189.52,4776.81,2193
CUST000439,71,Female,23468,Bachelor,2019-08-08,0,0,,2025-03-03,Direct Mail,449.26,4102.97,2062
CUST000440,42,Female,53493,Associate,2023-01-13,1,151,2025-01-01,2025-03-10,Online,195.04,1698.22,808
CUST000441,67,Female,66644,Bachelor,2015-10-31,1,837,2025-03-16,2025-03-28,Direct Mail,362.38,6679.25,3439
CUST000442,81,Male,54108,Bachelor,2022-11-03,1,141,2024-01-13,2025-03-27,Online,112.39,2739.18,879
CUST000443,69,Male,19562,PhD,2018-10-08,0,0,,2025-01-02,Referral,87.1,2367.21,2366
CUST000444,49,Male,52603,High School,2015-11-20,0,0,,2025-03-09,Online,216.49,5319.48,3419
CUST000445,36,Female,28648,Associate,2019-11-08,1,231,2025-03-07,2025-03-13,Direct Mail,252.78,3314.86,1970
CUST000446,18,Male,76874,Bachelor,2019-07-20,1,642,2025-03-08,2025-03-12,Online,192.0,3687.56,2081
CUST000447,31,Female,66064,Bachelor,2021-03-20,0,0,,2025-03-18,Branch,233.04,3694.89,1472
CUST000448,72,Female,34377,Associate,2021-03-02,0,0,,2025-03-21,Online,232.25,3290.97,1490
CUST000449,46,Male,42538,Bachelor,2018-03-25,0,0,,2025-03-31,Online,215.67,3676.89,2563
CUST000450,40,Female,32386,Master,2018-11-25,0,0,,2025-03-14,Direct Mail,486.05,3495.7,2318
CUST000451,84,Male,53303,Master,2015-08-06,0,0,,2025-03-06,Online,206.64,7839.04,3525
CUST000452,77,Female,88668,Master,2023-08-15,1,243,2025-02-18,2025-03-04,Direct Mail,332.17,1913.92,594
CUST000453,24,Female,33598,Master,2016-03-05,1,334,2025-03-02,2025-03-06,Referral,57.84,4965.88,3313
CUST000454,49,Male,70764,Bachelor,2024-05-30,0,0,,2025-03-27,Branch,294.2,845.59,305
CUST000455,33,Male,42190,Master,2020-03-30,0,0,,2024-06-06,Branch,286.99,3448.0,1827
CUST000456,76,Female,36999,Associate,2020-05-15,1,206,2025-03-11,2025-03-13,Direct Mail,433.58,2860.51,1781
CUST000457,35,Female,52134,Associate,2018-02-25,0,0,,2025-03-07,Online,312.48,3843.5,2591
CUST000458,77,Female,32776,Associate,2020-12-12,1,231,2023-02-20,2025-03-20,Branch,452.15,3026.74,1570
CUST000459,85,Male,41700,Bachelor,2015-05-14,1,588,2025-01-09,2025-03-14,Online,290.86,6937.9,3609
CUST000460,58,Male,30216,Associate,2024-05-15,0,0,,2025-03-10,Online,252.93,656.87,320
CUST000461,74,Male,146891,PhD,2018-10-13,1,918,2025-01-15,2025-03-27,Referral,84.87,7917.44,2361
CUST000462,82,Male,55978,Associate,2024-04-15,1,99,2024-08-01,2024-05-22,Referral,78.17,1015.89,350
